country_year	iso_code	country	year	co2_per_capita	Birth_rate	agriculture_land	agriculture_value_added	alternative_energy	arable_land	export	forest	fossil_fuel	gdp	industry	mortality	natural_resources	renewable_energy	unemployment	import
Canada - 2011	CAN	Canada	2011	16.499	11	6.43568354118357	1.76566446625627	18.7090675546932	4.15867778919179	30.6783919173107	38.7348640747569	74.6917469799152	52223.696112356	27.1393405983891	5.6	2.96769063416355	21.8441009521484	7.51	31.8203468535221
Chile - 2000	CHL	Chile	2000	3.787	16.556	20.3219229300151	5.37791872378184	5.80197806677632	2.35363104748686	30.5317001278369	21.2728705691214	74.511496953145	5074.90261608209	31.4222965882355	10.9	4.87091277163663	31.3633003234863	10.49	28.7841219793074
Chile - 2001	CHL	Chile	2001	3.387	16.092	20.3757202111005	4.40892779239936	6.79874398484083	2.35363104748686	32.3986301151979	21.3950172958259	73.1069712499615	4574.59471550439	31.8225812168938	10.3	3.94227367763693	32.1473999023438	10.39	30.744496097885
Chile - 2002	CHL	Chile	2002	3.473	15.713	20.9338670023617	4.43525529304084	7.02438159212042	2.21913784477332	32.8039336278624	21.5171640225303	73.200718363679	4446.24937095849	31.9660026279478	9.8	3.74103146800624	33.0705986022949	10.17	30.5897918658586
Chile - 2003	CHL	Chile	2003	3.462	15.412	20.7455765185628	4.45506768115891	6.85346653714414	2.01739804070302	35.6590455123686	21.6393107492347	74.5634411648975	4772.5637229948	33.4127203402953	9.5	5.09218277288711	31.6151008605957	9.77	30.6572411088055
Chile - 2004	CHL	Chile	2004	3.686	15.184	21.4314918524018	4.06381132016275	6.31550482762281	2.01739804070302	39.8023703887306	21.7614574759392	75.1835361760022	6194.85272016783	36.0005664204563	9.3	9.55735752374177	31.4356002807617	10.16	29.9312929643814
Chile - 2005	CHL	Chile	2005	3.765	15.021	21.364245251045	4.13388036014556	7.39383049976692	1.95015143934626	40.1598164728269	21.8836042026436	74.244707233863707	7598.52887745539	36.8591854907724	9.1	9.74646735820146	32.2631988525391	9.34	31.4569444002278
Chile - 2006	CHL	Chile	2006	3.91	14.914	21.2499260287385	3.87711013989053	7.79474617098192	1.81565823663272	43.7951067814933	22.005750929348	74.0091485100545	9464.54850676993	41.1069879092153	9	17.2396900017916	32.9082984924316	9.02	29.3035442987512
Chile - 2007	CHL	Chile	2007	4.276	14.841	21.1584706508933	3.71050110018044	5.89007661514872	1.69730421824481	45.069003891647	22.1278976560525	76.0264465018648	10502.3507082131	39.9437815895015	8.9	17.0414272254854	30.4647998809814	8.43	31.3384116080082
Chile - 2008	CHL	Chile	2008	4.237	14.78	21.2284071163043	3.71072394497772	6.15782788272899	1.76455081960158	41.42416774923	22.2500443827569	75.1842669453794	10751.4816046663	34.2392936192039	8.9	13.8202873619335	30.8292999267578	9.29	39.3656056799178
Chile - 2009	CHL	Chile	2009	3.903	14.712	21.2257172522501	3.74118159285523	6.57765287948893	1.76186095554731	37.0407736118743	22.3721911094613	73.4740266778671	10208.9079714292	34.4401757633334	8.8	8.73458274167989	31.5270004272461	11.31	29.2964293060456
Chile - 2010	CHL	Chile	2010	4.179	14.613	21.1732649031918	3.61588964467582	5.56766616011229	1.70940860648903	37.7451125423707	22.4943378361658	77.6066722281967	12808.0383396854	35.6950945178793	8.7	11.9220491176297	27.0442008972168	8.42	31.3186034536109
Chile - 2011	CHL	Chile	2011	4.53	14.463	21.23513177644	3.67120659392567	4.81547830364205	1.77127547973725	37.7619574718629	22.7285765777398	76.6791171838768	14637.2334407887	34.701322001914	8.5	12.1122546339775	28.7917995452881	7.34	34.4437084746829
China - 2000	CHN	China	2000	2.665	14.03	55.5700446698569	14.676241655258501	1.99714284886418	12.6970619754475	20.8934448167644	18.7804969919467	79.8413558376096	959.372483635864	45.5361031777126	36.8	2.59491438483696	29.6030006408691	3.3	18.5170939712716
China - 2001	CHN	China	2001	2.706	13.38	55.6328406499339	13.9834613522186	2.29889726346258	12.759858865325	20.3121457444929	19.031006736957	80.1974022674318	1053.10824300262	44.7934123391013	34.2	2.48324271540327	28.3349990844727	3.8	18.2152135310323
China - 2002	CHN	China	2002	2.962	12.86	55.695637819864	13.3014877126424	2.42043228907687	12.80143520109	22.6447456738957	19.2815168805051	81.202125230752	1148.50829043887	44.4505675337902	31.5	1.87367513080802	26.9783992767334	4.2	20.1026579601554
China - 2003	CHN	China	2003	3.456	12.41	55.7583318331087	12.3489989652141	2.52104765612761	12.8211547472436	26.9807565345137	19.5320280602681	83.2297577410762	1288.64325183475	45.622784849177	28.8	1.95339294703224	23.8414993286133	4.6	24.8232314660127
China - 2004	CHN	China	2004	3.948	12.29	55.8204876430821	12.916648166837	2.67890606090141	12.8408725348885	31.0613375828803	19.7825365378985	84.7964546509664	1508.66809788453	45.9002116665512	26.3	4.66195231476148	20.1608009338379	4.5	28.4441866419381
China - 2005	CHN	China	2005	4.416	12.4	55.8831828468425	11.6414956029627	2.7339176928011	12.8669586059388	33.8298575659931	20.0330481613855	85.8727359992899	1753.41782926104	47.0225784803541	24	5.0409914972533	17.4407997131348	4.5	28.3780352997871
China - 2006	CHN	China	2006	4.848	12.09	55.9457666238713	10.6257605278405	2.73878047480013	12.9030172525385	36.0350255523532	20.2835578851316	86.8283422182192	2099.22943460734	47.5573975650943	21.9	5.50467837732991	16.3850994110107	4.4	28.4438583516643
China - 2007	CHN	China	2007	5.185	12.1	56.0083515761775	10.2461657566004	2.92452980081932	12.8966344923446	35.4347985287157	20.5340680339958	87.4078573323802	2693.97006340427	46.8841692341517	20.1	6.37642908341959	14.8837003707886	4.3	26.7585649477618
China - 2008	CHN	China	2008	5.539	12.14	56.0709365390941	10.1690478477936	3.38410252972864	12.9226135155496	32.6027140173081	20.7845781828599	87.2240518182102	3468.30460207977	46.9711723611155	18.5	9.70533287956805	14.1378002166748	4.6	25.0100013259338
China - 2009	CHN	China	2009	5.794	12.13	56.1332002008976	9.63618551442703	3.46831716117637	12.9429683203196	24.7498559389238	21.0350872157688	87.635694692845	3832.23643246922	45.9571472861326	17.1	3.98616521268088	13.4319000244141	4.7	20.435014439653
China - 2010	CHN	China	2010	6.295	11.9	56.1202755223834	9.32517694053669	3.50934153555749	12.8778413090614	27.1853327204051	21.2855968996448	88.2551986732039	4550.45310775599	46.4978311380712	15.8	6.29907930605837	12.2613000869751	4.5	23.5317449422952
China - 2011	CHN	China	2011	6.922	11.93	56.1169108294991	9.17765379535199	3.52243463333402	12.800416828082	26.5681893451605	21.49109623203	88.8983629317114	5614.35213522114	46.5292894700783	14.6	7.67705069846005	11.3381996154785	4.5	24.1727152412604
Colombia - 2000	COL	Colombia	2000	1.42	22.256	40.4317260027039	8.3057195333068	8.26016633301717	2.53988283010365	15.915139715438	56.5439387111311	76.0141392594484	2520.48108876016	27.3057722832576	24.9	5.75812915883346	28.0340003967285	20.52	16.7519457538687
Colombia - 2001	COL	Colombia	2001	1.39	21.705	37.6250563316809	8.32097267667621	8.6168703136062	2.19378098242452	15.3871357665009	56.3701928796755	76.676128274349	2439.68245582205	27.2228150417753	24.1	3.77230108876621	27.2402992248535	15.04	18.5139760284435
Colombia - 2002	COL	Colombia	2002	1.356	21.133	37.5006759801713	8.51000517684848	9.10979829843804	1.99278954484002	14.8155696775272	56.1964470482199	74.9478565303415	2396.62712731836	27.5290127709183	23.4	3.89269679618253	28.7980003356934	15.63	18.1670695368963
Colombia - 2003	COL	Colombia	2003	1.376	20.535	37.9008562415502	8.32877416512145	9.55053995842331	2.0405588102749	16.5752997117627	56.0227012167643	73.97276515168	2281.40176243006	28.9037801318181	22.7	4.79305109729578	30.6993999481201	14.19	19.9408838054673
Colombia - 2004	COL	Colombia	2004	1.297	19.917	38.2073005858495	7.91098316231374	10.2967016158097	2.01712483100496	16.7707514248023	55.8489553853087	74.9256405985985	2782.62318502156	29.7258920854426	22.1	6.06941114084942	29.1770000457764	13.72	19.0926755089972
Colombia - 2005	COL	Colombia	2005	1.408	19.295	38.3569175304191	7.52726670177949	9.78572149880052	1.82604776926543	16.9710437391628	55.6752095538531	75.922871130917	3414.46515834715	30.34814977009	21.5	6.38841672461624	29.0806999206543	11.87	20.4516537557921
Colombia - 2006	COL	Colombia	2006	1.435	18.69	38.011716989635	7.18676953071766	9.77152064257714	1.71662911221271	17.7285877506525	55.5014637223975	75.2795821410578	3741.09283661274	30.9134600266246	20.8	7.22809787357642	29.6888999938965	11.53	21.9127682099768
Colombia - 2007	COL	Colombia	2007	1.376	18.124	38.2478593961244	6.93455867595785	10.3450451628115	1.8008111762055	16.4331421263646	55.3277178909419	74.4102216684992	4714.07305530504	30.5790350660202	20.2	6.56520709532114	30.4218997955322	11.2	20.6657549719257
Colombia - 2008	COL	Colombia	2008	1.506	17.612	38.408292023434	6.68738485040519	10.3818830360804	1.64939161784588	18.1095951350738	55.1539720594863	74.9778163959633	5472.53652992426	32.1310911250353	19.6	8.50660415119558	29.9662990570068	11.27	21.0580542813616
Colombia - 2009	COL	Colombia	2009	1.621	17.162	38.3415953132041	6.68974069628806	9.34037846164599	1.599819738621	16.4244956875755	54.9802262280306	77.3071269847468	5193.24145795078	31.2470343359106	19	4.68652932461374	30.9104995727539	12.07	18.731632819883
Colombia - 2010	COL	Colombia	2010	1.687	16.779	38.3082469580892	6.32485387641068	8.85050581128378	1.58900405588103	16.3408447597691	54.806480396575	76.9531038680444	6336.70947398467	31.3713561004302	18.4	6.57545332635189	29.7450008392334	10.98	17.923758408999
Colombia - 2011	COL	Colombia	2011	1.666	16.458	37.603424966201	6.09169610822213	11.0055370952223	1.42947273546643	19.2765050733171	54.6851410545291	75.7184354780395	7335.16693447606	33.3021551703248	17.8	9.43276616798376	28.906400680542	10.11	20.1939184812196
Congo - 2000	COG	Congo	2000	0.181	38.554	30.8638360175695	5.30425299890949	3.06677865868776	1.43484626647145	80.297147219193	64.9926793557833	26.2245869677914	1032.13754246093	72.1526717557252	114	57.996383717846	64.8556976318359	20	43.6127371864776
Congo - 2001	COG	Congo	2001	0.238	38.575	30.8638360175695	5.79993165063711	2.87478667816112	1.43484626647145	77.4200268515354	64.9575402635432	29.3769619954106	869.100501660447	65.4884538397696	110.9	44.149738410448	61.1775016784668	19.96	53.3124542303374
Congo - 2002	COG	Congo	2002	0.174	38.569	30.8638360175695	6.26158012257114	3.29382703727731	1.43484626647145	81.5164254833959	64.9224011713031	24.2569489495484	916.588037755619	63.3189225141337	106	41.2166149449763	68.5295028686523	20.04	53.9396455888641
Congo - 2003	COG	Congo	2003	0.269	38.535	30.8638360175695	6.27522393936411	2.35339101128822	1.43484626647145	80.8123655970076	64.887262079063	32.5094984681936	1028.41522164071	61.1723594842012	99.9	35.3916037159507	61.9906997680664	20.03	76.0494117383601
Congo - 2004	COG	Congo	2004	0.27	38.469	30.8784773060029	5.50940630344491	2.1777242508049	1.43484626647145	80.5297928332926	64.8521229868228	32.2991643420762	1326.59668816877	65.864484078508	92.9	43.8401189715591	62.9308013916016	19.94	50.8384058840296
Congo - 2005	COG	Congo	2005	0.275	38.364	30.8843338213763	6.10423786651851	2.23179818951731	1.43484626647145	75.0050837514178	64.8169838945827	33.3097162080344	1834.88001382638	61.7104106958137	85.9	52.10988877098	63.1057014465332	19.8	44.5478085109842
Congo - 2006	COG	Congo	2006	0.301	38.214	30.8931185944363	4.81314641849445	1.94160004398824	1.43484626647145	77.4641294571561	64.7818448023426	28.9744325411456	2153.49174337774	62.6291888487541	79.3	58.6501590404009	69.4227981567383	18.61	48.1366335173347
Congo - 2007	COG	Congo	2007	0.312	38.017	30.8931185944363	4.91981108062473	2.35964247674107	1.43484626647145	68.4853907202658	64.7467057101025	35.1546812323703	2262.85441019541	57.0704175228573	73.5	49.5743271216837	60.3414001464844	17.49	80.101234674803
Congo - 2008	COG	Congo	2008	0.332	37.769	30.8931185944363	4.24815097163364	2.24156392641568	1.43484626647145	73.4029185288145	64.7115666178624	35.4980114550868	2892.41696234479	63.9419789342891	68.6	56.9313049358516	56.864200592041	16.52	59.7055681307939
Congo - 2009	COG	Congo	2009	0.416	37.468	30.9311859443631	5.27993327507586	1.6451120737757	1.46412884333821	64.479912106445	64.6764275256223	40.2549047501197	2336.16095749982	55.6979481298564	64.9	38.0111517277514	56.0294990539551	16.1	71.0724535755305
Congo - 2010	COG	Congo	2010	0.459	37.109	30.9692532942899	4.03853452122591	1.40316666607032	1.49341142020498	68.5280915300939	64.6412884333821	42.0429919004052	3073.55778366557	66.1791697837805	62.2	47.0015531557599	54.7985992431641	13.95	55.5366628695135
Congo - 2011	COG	Congo	2011	0.51	36.684	31.0278184480234	3.98393619152519	1.42794110204354	1.55197657393851	73.6117327393895	64.606149341142	36.5905525176879	3557.5561698838	65.8738951997526	60.3	56.0389728061208	64.617301940918	11.89	50.9800099707519
Costa Rica - 2000	CRI	Costa Rica	2000	1.361	19.335	36.036036036036	9.24882318678455	17.0283331546946	4.11280846063455	42.9303221805503	55.958088523305904	59.0271591155853	3789.05388634101	25.4449908301174	13.1	1.02215166467959	32.9464988708496	5.08	43.5946013519299
Costa Rica - 2001	CRI	Costa Rica	2001	1.405	18.648	35.8989424206815	8.37953627053997	17.6190569031668	4.11280846063455	40.5085725028673	55.9854680767724	57.2119444310877	3960.30770309298	25.2166020652302	12.6	1.05625466701711	32.1076011657715	5.92	40.3441862155785
Costa Rica - 2002	CRI	Costa Rica	2002	1.523	18.038	35.7618488053271	8.4277502894665	17.5390600852555	3.91696043869957	39.2245352065328	56.0128476302389	55.0019531686709	4042.70568599475	24.5695979342759	12.1	0.957279246421888	32.538200378418	6.33	41.1894091297502
Costa Rica - 2003	CRI	Costa Rica	2003	1.581	17.512	35.8206032119076	8.84007800836637	17.1872896471311	4.11280846063455	40.6717129180412	56.0402271837054	56.5946562635755	4147.82436896025	24.1792374985604	11.8	0.987090354817074	33.304500579834	6.56	42.6559946162489
Costa Rica - 2004	CRI	Costa Rica	2004	1.619	17.074	35.6835095965531	8.85240876765939	15.4109474099601	4.11280846063455	42.2076534624871	56.0676067371719	47.9928657985015	4404.71188432054	24.6690619237834	11.5	0.945345571594868	39.1584014892578	6.39	43.0488237332363
Costa Rica - 2005	CRI	Costa Rica	2005	1.569	16.72	35.3505679592636	8.62223694591614	15.7391318226747	4.11280846063455	43.4645223613793	56.0949862906385	46.8910278547576	4676.37936562394	24.2695341128513	11.3	0.985765599294426	41.7294006347656	6.57	45.758141531598
Costa Rica - 2006	CRI	Costa Rica	2006	1.612	16.444	35.5464159811986	8.429828197347	14.9669500318693	4.11280846063455	43.3140351090606	56.122365844105	47.7202079228136	5227.46595193306	23.7198679364972	11.2	1.35321196016823	42.3958015441895	5.74	46.500519505086
Costa Rica - 2007	CRI	Costa Rica	2007	1.807	16.225	35.2526439482961	7.91531104338236	14.3198608524611	3.91696043869957	40.5821375084712	56.1497453975715	49.0638915530209	6103.74191704459	23.8937947567443	11.1	1.47084597876577	41.1853981018066	4.49	45.8744583351311
Costa Rica - 2008	CRI	Costa Rica	2008	1.79	16.041	35.1155503329416	6.97696046935485	14.5095593930555	3.91696043869957	38.8064606509619	56.177124951038	48.9982241047255	6901.38830613085	23.5536024381426	10.9	1.31736350880385	40.6983985900879	4.78	47.5950520600446
Costa Rica - 2009	CRI	Costa Rica	2009	1.714	15.877	35.5660007833921	7.04962970069658	14.7101789250552	4.30865648256953	34.6323050257023	56.2045045045045	48.0706237184558	6801.03673459666	23.5227381444687	10.7	1.19154572079838	40.7164001464844	7.71	35.127012698951
Costa Rica - 2010	CRI	Costa Rica	2010	1.637	15.719	35.6247551899726	6.48518940835915	14.5519080208614	4.40658049353701	32.829411346601	56.231884057971	47.5159042094903	8227.12749377141	23.3229652114086	10.5	1.64281129337263	40.3856010437012	7.17	34.6826783371716
Costa Rica - 2011	CRI	Costa Rica	2011	1.578	15.554	35.6247551899726	5.59987212209253	14.3919869284472	4.5436741088915	32.4724708769387	56.5524089306698	48.26480979352499	9229.83451669454	22.5898706745104	10.2	1.24720740364545	38.0176010131836	10.14	36.1666756303796
Cote d'Ivoire - 2000	CIV	Cote d'Ivoire	2000	0.393	41.069	61.6352201257862	16.1951545143442	1.28329630548746	8.80503144654088	27.7900585629444	16.0202830188679	37.130149257688	1007.4673895039	13.9368025199645	142.3	4.61380918074363	63.717601776123	4.52	27.1739330655738
Cote d'Ivoire - 2001	CIV	Cote d'Ivoire	2001	0.439	40.77	61.6352201257862	17.2770975521171	1.43690158557283	8.80503144654088	27.4698146285783	15.665292452830201	34.2983971532307	997.478784301277	14.1786160304659	139.1	3.59792774649213	64.727897644043	4.71	25.6442900879545
Cote d'Ivoire - 2002	CIV	Cote d'Ivoire	2002	0.404	40.419	61.6352201257862	18.7373141576639	1.18107471092113	8.80503144654088	31.361161438016	15.3103018867925	37.8487156284546	1047.75226537338	14.5005281250886	135.9	3.38868433575539	65.3227996826172	4.96	24.540786790831
Cote d'Ivoire - 2003	CIV	Cote d'Ivoire	2003	0.292	40.026	61.6352201257862	20.7760202195281	1.38936864066043	8.80503144654088	28.7410134064817	14.9553113207547	32.5014405081501	1207.51264780798	15.2123312128672	132.5	3.54864845740606	70.3217010498047	5.18	24.5190472733478
Cote d'Ivoire - 2004	CIV	Cote d'Ivoire	2004	0.408	39.599	62.8930817610063	16.6400189842938	0.833239065294651	8.80503144654088	30.1412888678723	14.600320754717	24.9305732993684	1308.2878198271	15.5260750474474	129	3.65333288871077	75.4001007080078	5.36	27.9770074357613
Cote d'Ivoire - 2005	CIV	Cote d'Ivoire	2005	0.408	39.159	63.5220125786163	16.0651853583921	0.648416378599873	8.80503144654088	31.8789802248546	14.2453301886792	25.3912567218617	1309.59165282851	16.2241764455234	125.3	5.37660115085468	77.9194030761719	5.51	30.9419558147494
Cote d'Ivoire - 2006	CIV	Cote d'Ivoire	2006	0.363	38.728	63.8364779874214	15.9447949068076	0.758696386498783	8.80503144654088	32.8409302338041	13.8903396226415	21.4491642750928	1347.98882431013	16.5839543944473	121.7	8.14847583642457	74.7872009277344	5.61	30.8494468283059
Cote d'Ivoire - 2007	CIV	Cote d'Ivoire	2007	0.341	38.325	64.7798742138365	15.5787463257298	0.89097695018097	9.11949685534591	30.4909527246806	13.5353490566038	24.2532852502159	1500.16780515301	16.483170825057	118.1	7.63105487249519	76.3303985595703	5.71	30.9399896243365
Cote d'Ivoire - 2008	CIV	Cote d'Ivoire	2008	0.336	37.965	64.7798742138365	16.1854841829688	0.975285270355837	9.11949685534591	31.0136690716166	13.180358490566	24.6166579573275	1738.19210063268	17.4088361491335	114.2	9.74909185136797	74.2099990844727	5.88	30.9269522255372
Cote d'Ivoire - 2009	CIV	Cote d'Ivoire	2009	0.275	37.655	64.7798742138365	15.2495816387588	1.24104056666855	9.11949685534591	35.4127413052693	12.8253679245283	22.7178036261412	1689.3447616219	18.0163071463434	110	6.28161121258515	73.5680999755859	6.41	31.260162442375
Cote d'Ivoire - 2010	CIV	Cote d'Ivoire	2010	0.295	37.395	64.7798742138365	17.488917070827	0.945001444478687	9.11949685534591	33.4995745909684	12.4703773584906	23.2315074256831	1701.47570153035	15.9765793755114	106.4	6.78699681470203	75.3377990722656	6.71	33.9733654902336
Cote d'Ivoire - 2011	CIV	Cote d'Ivoire	2011	0.302	37.18	64.7798742138365	18.4866714892004	0.823567099672619	9.11949685534591	35.2813763532464	12.1153899371069	20.8677616437152	1744.93889692888	16.7624007268343	103.2	9.40465734853762	78.9539031982422	6.96	29.4345267102897
Croatia - 2000	HRV	Croatia	2000	4.44	9.8	20.9086031121445	4.96160095247299	6.96584800984005	15.059917724915	34.9733126138898	33.7148989447326	77.9085001612781	4887.71371564115	24.0770932261857	8.3	1.10324457143439	26.7880992889404	16.06	39.4687667725667
Croatia - 2001	HRV	Croatia	2001	4.715	9.2	21.0695761044536	4.96072547987221	6.68076671713292	15.2566624932928	37.0865792244573	33.7774995528528	77.7875080113597	5412.92513590593	23.7000626388556	8	1.08343615384513	26.945499420166	15.82	42.2725888986067
Croatia - 2002	HRV	Croatia	2002	4.979	9	21.1232337685566	4.84409054234299	5.63347585445114	15.3460919334645	35.8639925602203	33.840100160973	79.7087521961615	6293.22529907248	22.8381819026275	7.7	0.94331926501079	24.6315994262695	15.05	45.2863002953813
Croatia - 2003	HRV	Croatia	2003	5.289	8.9	21.3915220890717	3.93910930819155	4.82190250965151	15.4534072616705	35.5807693643866	33.9027007690932	79.5043878047029	8129.79458409902	23.2898721109556	7.4	0.775178652846323	24.8409004211426	13.92	45.9590833713067
Croatia - 2004	HRV	Croatia	2004	5.222	9.1	21.0150107219442	4.42144190336302	6.757096237004	15.1358112937813	36.5779613388384	33.9349535382416	78.0395299623686	9747.44077059414	24.2651110486006	7	0.72196952880469	26.5853004455566	13.66	45.1093032801191
Croatia - 2005	HRV	Croatia	2005	5.332	9.563	21.6404574696212	3.87008416476585	6.89838754702189	15.6004288777698	36.4129145836291	33.9974982130093	77.0328017241247	10621.507456753	23.7519089208881	6.7	0.76990890898186	26.8369998931885	12.6	45.1225039433022
Croatia - 2006	HRV	Croatia	2006	5.389	9.33	21.9799857040743	3.98668255050042	6.90370585375778	15.7433881343817	37.6003812213182	34.060042887777	77.640036380428	11797.4744733882	23.4178262475051	6.4	1.04210120601226	25.5172996520996	11.13	46.0686027557228
Croatia - 2007	HRV	Croatia	2007	5.7	9.4	21.4796283059328	3.70414559478938	5.02477616068788	15.2251608291637	37.5953093975438	34.1225875625447	79.6582710740328	14046.3168101588	22.992314648386	6.1	0.996151991719074	22.6728992462158	9.91	45.9566872653994
Croatia - 2008	HRV	Croatia	2008	5.422	9.9	23.0360972122945	3.89892163527954	6.52607991384869	15.3806290207291	36.1486915837141	34.1851322373124	78.0516061170525	16416.5868076948	22.8592477503254	5.9	1.12518388608009	24.1562995910645	8.53	46.3128834673621
Croatia - 2009	HRV	Croatia	2009	5.024	10.1	23.2237312365976	4.01220332746776	7.94073889668025	15.5164403145104	32.4129539635186	34.2476769120801	76.1296542677746	14653.0435549819	22.7327028850702	5.7	0.989318273242943	27.1781005859375	9.2	37.9840594979184
Croatia - 2010	HRV	Croatia	2010	4.856	9.8	23.8348820586133	3.66829554689621	9.26995557249547	16.1615439599714	35.8050091402984	34.3102215868478	74.2949719561098	14067.5231191915	21.4475908795711	5.5	1.04984313666917	29.7745990753174	11.62	37.4752635303802
Croatia - 2011	HRV	Croatia	2011	4.788	9.6	23.6972837741244	3.64696003329155	7.07336657936056	16.0239456754825	38.3673449721182	34.3173695496783	74.6370982792933	14757.1803401768	21.6270517080212	5.3	1.3834277074958	27.1821994781494	13.68	40.0679041873139
Cuba - 2000	CUB	Cuba	2000	2.317	13.069	61.024208566108	6.60125501383918	0.0469110452733285	32.6256983240223	14.1300293796253	22.6722532588454	70.9001632755027	2747.10030348478	25.535082151714	8.8	1.86854768066437	34.4347991943359	5.45	16.9459585020971
Cuba - 2001	CUB	Cuba	2001	2.258	12.743	61.9739292364991	6.37956720450471	0.0405847939025122	34.8137802607076	13.2344771860718	23.135009310987	69.7332787030279	2837.73573008299	24.8623841628159	8.4	1.25109056957071	34.0546989440918	4.08	16.1266191955155
Cuba - 2002	CUB	Cuba	2002	2.279	12.409	62.5434721308394	5.94572870305592	0.0615259277170439	35.6988438763042	11.5270686652476	23.8217877620077	72.6293850564265	2999.24176296717	23.7013441300368	8.1	1.35443647181916	34.814998626709	3.31	13.2022446822762
Cuba - 2003	CUB	Cuba	2003	2.31	12.085	62.3872180451128	5.74521185921362	0.0750166482071761	35.2631578947368	12.9519347542701	24.2866541353383	75.270210542189	3197.13318464341	22.5059329493165	7.8	1.98662566215785	33.5756988525391	2.33	13.6351988234377
Cuba - 2004	CUB	Cuba	2004	2.242	11.784	61.3476177051029	5.4744391801691	0.0526533376214124	34.8275538013345	16.0217783943669	24.7514331359835	75.4388475672112	3395.71084290657	22.0396303955187	7.6	2.91869942689726	33.7798004150391	1.85	15.2896369395074
Cuba - 2005	CUB	Cuba	2005	2.17	11.527	62.3543780533634	4.36365221842694	0.0431740774273123	34.4983089064262	21.018043449426	25.2113866967306	81.0269063003181	3786.66345042341	21.5268299936084	7.3	2.9432305656388	26.3227996826172	1.95	18.3433309837714
Cuba - 2006	CUB	Cuba	2006	2.193	11.335	62.294465846096	3.40501452330934	0.0596017093603097	34.1445081274077	18.7134547274699	25.68072911773	84.232320780289	4683.56906667746	22.2047369498775	7.1	3.67423095086404	21.9722003936768	1.91	18.4745595607363
Cuba - 2007	CUB	Cuba	2007	2.154	11.21	62.1946636602781	3.90810167923978	0.0818927967517323	33.5682074408117	20.3363598668348	26.1452461480646	84.9796214114613	5208.71838769431	22.5269990563768	6.9	6.1973560775469	18.5948009490967	1.79	17.6312497973684
Cuba - 2008	CUB	Cuba	2008	2.501	11.149	61.6967305524239	3.81703869500364	0.0934426358921778	32.9631717399474	20.567605659282	26.6121758737317	86.9278448941987	5411.26949201186	22.3864961360912	6.7	3.02104067783899	18.7315998077393	1.58	24.3496150892259
Cuba - 2009	CUB	Cuba	2009	2.529	11.14	61.1969184517099	3.93041237113402	0.096403976907735	32.3750469748215	17.4597293814433	27.0791055993987	87.2658908265617	5529.66937511797	22.6047036082474	6.5	1.59152435991044	17.8609008789063	1.67	15.4542525773196
Cuba - 2010	CUB	Cuba	2010	3.046	11.16	60.7027433295753	3.61428926750404	0.0602151337367091	31.7925591882751	22.5702648924263	27.5460353250658	89.8845921447214	5730.35426413345	22.8936077602288	6.3	2.58685964399174	14.6028003692627	2.5	17.7216764084069
Cuba - 2011	CUB	Cuba	2011	2.619	11.179	59.9627560521415	3.60487027105378	0.0701098785200371	31.0790451325529	25.103638208436	27.9086306766608	87.5964600433951	6139.71878325885	22.258298304102	6.1	2.96423821042086	17.8328990936279	3.18	21.8567908392521
Cyprus - 2000	CYP	Cyprus	2000	7.548	13.2	15.3138528138528	3.64726468126748	1.66060190852697	10.6493506493506	69.9628437276103	18.5725108225108	97.8604881007199	14388.3480609917	17.6860345478675	6.6	0.0191904922991669	3.09730005264282	4.97	67.5320984530317
Cyprus - 2001	CYP	Cyprus	2001	7.284	12.765	15.1515151515152	3.86079712944619	1.62758633737498	10.6060606060606	68.2088670199269	18.5858225108225	97.8273938327575	14821.4468167502	17.3938334000036	6.2	0.00987627960306349	3.04809999465942	3.98	63.6402239453806
Cyprus - 2002	CYP	Cyprus	2002	7.353	12.421	15.1515151515152	3.78825964758719	1.64239707197076	10.8225108225108	62.4053120319487	18.5991341991342	97.7756552510606	16093.214611298	17.9301622113327	5.9	0.0109664634024343	3.17709994316101	3.3	61.2360305015468
Cyprus - 2003	CYP	Cyprus	2003	7.623	12.153	16.6666666666667	3.35291042131558	1.54951788249997	12.1212121212121	57.7621459324228	18.6124458874459	97.8101748386258	20252.2389846021	18.0129554121324	5.5	0.00791983429857273	3.25780010223389	4.14	56.2425225499031
Cyprus - 2004	CYP	Cyprus	2004	7.72	11.957	16.8831168831169	3.08331677063997	1.81275341828531	12.2294372294372	56.889798983029	18.6257575757576	97.5007966536882	23792.6213632243	18.067459164481	5.2	0.00878088429167014	3.30909991264343	4.33	57.0138062859138
Cyprus - 2005	CYP	Cyprus	2005	7.741	11.821	18.0735930735931	2.73852799962435	1.86429886817346	13.3116883116883	55.6921102559885	18.6390692640693	97.4315706565891	24959.2591697881	17.8911230141923	4.9	7.3087084505895e-4	3.36509990692139	5.3	56.2249625665534
Cyprus - 2006	CYP	Cyprus	2006	7.826	11.733	16.991341991342	2.27597243953101	1.87822327537845	12.4458874458874	53.4357273848067	18.652380952381	97.5068932877896	26729.3234045802	17.8301299411038	4.6	5.8806875946716e-4	3.51670002937317	4.54	56.370599083076
