"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.505997080786072","0.485804390862019","0.429949893880052","0.407981130872697","0.383292096465087","0.410021828071138","0.405149839976724","0.402215827338129","0.401381978993919","0.391652043118576","0.386673058485139","0.393755760368664","0.405233924375134","0.380728530728531","0.440397943214845","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","19.9075059642703","18.9144091126052","18.158963776278","17.482429300535","18.3198345997194","18.3443412492185","18.0510719759831","18.8750710025744","18.4657471196755","19.7975563643639","20.4823839757709","20.3765514866417","20.9293176059122","20.9439629035943","18.9771122189878","18.6075751993486","19.4550526087664","18.6939943283875","17.3096694518224","15.6963493677716","15.5490962019703","14.6563746858156","14.5817737794006","14.1019210674519","13.8289438283346","13.4354643335533","13.6080953053915","13.8900849442162","14.0237814999398","13.2461316806469","12.7486180170115","13.3241798363912","12.7624802729712","12.7960364525623","12.8042874354196","12.3857741862665","12.4216918224055","11.8906970223564","11.5265627519487","12.5364957823597",
"Afghanistan","AFG","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6278918638443","37.4188554431481","29.7210671376957","31.114854912062","28.6359685844686","30.1050113574013","24.8922700059742","29.2975010547259","26.2100685374552","23.7436639877543","24.390873626371","22.8106627361766","22.1370413719574","20.6343227166798","25.7403140364582","26.4201990834448","22.0428967527575","25.7739707394105","26.8206001075115",
"Africa Western and Central","AFW","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","18.9730026461628","19.9083117980928","20.6285770159712","21.9555184455148","21.8944876497955","22.0941951798506","24.2573721888207","26.2272017908094","24.792283656494","24.3750946838852","24.1567643589932","23.7593404248927","24.8158623502204","25.8430598248374","26.1051513428141","26.2292646076082","26.7781801816429","27.2724480266888","25.6251690824063","22.4848478318382","24.6754366077932","32.8110694882655","30.7562223437342","26.0927675276011","25.8991030272827","23.7628818502255","23.5083943398803","24.3153330506064","25.1221510034349","23.2253990360662","21.7350629091691","21.5267472672065","20.4486347579849","20.1841186612927","20.6104708026249","20.958290025533","20.8345345479821","20.9931993168247","21.3121823711738","23.1157182613176",
"Angola","AGO","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.65321372200356","7.02686916586973","9.00201794169947","12.9111824086392","6.29025682837342","5.66468956353548","8.15637702246655","5.8395499748266","6.19838433868839","6.25087653552132","5.06040294790886","5.19128018876127","5.24227833734658","4.80533931673356","6.62119707047771","6.18029318057362","5.84568096888111","6.06963007473451","6.50749253992601","7.5470567791822","9.12253447070414","9.83116860869255","10.016995912763","8.6077417624351","6.66070380425936","9.49269324219255",
"Albania","ALB","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.410863772173","31.5434438797069","28.7856504386147","25.9187455195517","24.5154120419235","22.7161641958722","22.0251140879353","21.9782570845961","20.537486307981","18.8453087247237","17.7083536239523","17.1536195739533","16.8370538440754","16.7943836018798","17.9558663972347","18.2267896025292","18.7668018946422","19.5651578123229","19.9901813581977","19.7802144171366","19.8499944651163","19.0221488477376","18.4294792485754","18.391243514771","19.1219626147078",
"Andorra","AND","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","8.41326333039007","8.14430122534813","7.9973628887034","8.03906643385982","6.89138954491279","5.94054242374282","6.92502241341983","6.94445784529463","7.32087378350067","7.54819933558681","8.01109257060264","8.80840112867027","9.20047491539219","9.51204820482096","9.71704205857121","8.99632057188981","9.53994835811132","9.59638825224017","9.27027010100464","9.81192435283689","8.90693134517998","9.06938744216779","7.93887715297795","8.5791770441545","8.14992775432186","6.70990254777527","6.96507769654775","7.00880855081365","6.85002764882131","6.21461566834618","5.66780003243026","5.35201000995503","5.19362695259541","4.82071377884929","5.42087854681236","5.19616258805715","4.95665027083146","4.74669943395488","4.8420344064538","4.94404651567111","5.16494048698494","5.03946212438555","4.83748839243194","4.72349299113624","4.76662687531449","5.19443855385034",
"United Arab Emirates","ARE","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","0.540188294205409","0.545088280601967","0.485156877691024","0.629067480796601","0.54722317809093","0.490602457342951","0.548306764658785","0.640366457885388","0.730600581680254","0.842471510389179","0.925826534993559","1.18452414390845","1.14322934213777","1.19773519163763","1.19302579195627","1.0584284754869","1.29776800811633","1.37862107758448","1.48090107737512","1.83042501688033","1.78706830470903","1.79243187203791","2.00402186456958","2.18089049130306","2.33324519711343","2.26265009303746","2.23820016235649","2.20332258864369","1.92768393253654","1.66536190905993","1.39540987408529","1.09424400194674","0.976671167666283","0.82730546409323","1.03688688860825","0.763452742040359","0.671910149003627","0.638882185152986","0.64376304382726","0.639504606824219","0.740999246531651","0.776054567862067","0.770547339714865","0.718738960721091","0.747177528167136","0.918609462781534",
"Argentina","ARG","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","12.9041629886915","10.2787574725073","9.98038631665412","9.72127698537181","9.18580964838541","9.6375609641048","10.8658823843399","10.984869871837","11.9525224881086","10.2308377488651","6.5839104917193","8.15217071220236","8.08714211405919","7.50442747786782","7.79627735903041","6.35350500480657","6.47552296064522","9.59615604621897","8.65832496118367","8.3459768371011","7.63430725730443","7.80040264019792","8.09435846444628","8.97786821775225","9.61606509643166","8.12367620787488","6.71649176009431","5.99078709147934","5.13682648211779","5.08266800031075","5.351464616273","5.61086611323361","5.22197210944516","5.25272256987622","4.45782610229152","4.67991094417297","4.56858960891786","10.2066467144411","10.328166939117","8.36248661002826","7.93875427420938","6.93557229126392","7.45235394606923","7.3189545972436","5.2736234689014","7.13216745078964","6.99873377022519","5.7817442068501","6.05291843670451","6.71270351428559","5.1566859021408","6.26456582010254","5.23162237725058","4.53787889681146","5.11101651115706","5.93240449413718",
